CO_PROCEDIMENTO,NO_PROCEDIMENTO
0301080348,AÇÕES DE REABILITAÇÃO PSICOSSOCIAL
0301080356,PROMOÇÃO DE CONTRATUALIDADE NO TERRITÓRIO
0301080364,"ACOMPANHAMENTO DE PESSOAS COM NECESSIDADES DECORRENTES DO USO DE ÁLCOOL, CRACK E OUTRAS DROGAS EM SERVIÇO RESIDENCIAL DE CARÁTER TRANSITÓRIO (COMUNIDADES TERAPÊUTICAS)."
0301080372,"ACOMPANHAMENTO DE PESSOAS ADULTAS COM SOFRIMENTO OU TRANSTORNOS MENTAIS DECORRENTES DO USO DE CRACK, ÁLCOOL E OUTRAS DROGAS-UNIDADE DE ACOLHIMENTO ADULTO (UAA)."
0301080380,"ACOMPANHAMENTO DA POPULAÇÃO INFANTO-JUVENIL COM SOFRIMENTO OU TRANSTORNOS MENTAIS DECORRENTES DO USO DE CRACK, ÁLCOOL E OUTRAS DROGAS-UNIDADE DE ACOLHIMENTO INFANTO-JUVENIL (UAI)."
0301080399,"MATRICIAMENTO DE EQUIPES DOS PONTOS DE ATENÇÃO DA URGÊNCIA E EMERGÊNCIA, E DOS SERVIÇOS HOSPITALARES DE REFERÊNCIA PARA ATENÇÃO A PESSOAS COM SOFRIMENTO OU TRANSTORNOS MENTAIS E COM NECESSIDADES DE SAÚDE DECORRENTE DO USO DE ALCOOL, CRACK E OUTRAS D"
0301080402,APOIO MATRICIAL EM SAÚDE DO TRABALHADOR NA ATENÇÃO PRIMÁRIA À SAÚDE
0301080410,"APOIO MATRICIAL EM SAÚDE DO TRABALHADOR NA ATENÇÃO ESPECIALIZADA, URGÊNCIA E EMERGÊNCIA"
0301080429,APOIO MATRICIAL EM VIGILÂNCIA À SAÚDE DO TRABALHADOR (VISAT) PARA OUTROS COMPONENTES DA VIGILÂNCIA EM SAÚDE
0301080437,ACOLHIMENTO DE PESSOAS COM PROBLEMAS DE SAÚDE MENTAL EM CONFLITO COM A LEI
0301080445,AVALIAÇÃO E ACOMPANHAMENTO DE MEDIDAS TERAPÊUTICAS PARA PESSOAS COM PROBLEMAS DE SAÚDE MENTAL EM CONFLITO COM A LEI
0301080453,MATRICIAMENTO DA REDE DE ATENÇÃO À SAÚDE PARA PESSOA COM TRANSTORNO MENTAL EM CONFLITO COM A LEI
0301080461,AÇÕES DE ARTICULAÇÃO DE REDES INTRA E INTERSETORIAIS PARA AS PESSOAS COM PROBLEMAS DE SAÚDE MENTAL EM CONFLITO COM A LEI
0301090017,ATENDIMENTO EM GERIATRIA (1 TURNO)
0301090025,ATENDIMENTO EM GERIATRIA (2 TURNOS)
0301090033,AVALIAÇÃO MULTIDIMENSIONAL DA PESSOA IDOSA
0301100012,ADMINISTRACAO DE MEDICAMENTOS NA ATENCAO ESPECIALIZADA.
0301100039,AFERIÇÃO DE PRESSÃO ARTERIAL
0301100047,CATETERISMO VESICAL DE ALIVIO
0301100055,CATETERISMO VESICAL DE DEMORA
0301100063,CUIDADOS COM ESTOMAS
0301100071,CUIDADOS C/ TRAQUEOSTOMIA
0301100080,DETERMINACAO DE PRESSAO VENOSA CENTRAL (PVC)
0301100098,ENEMA
0301100101,INALAÇÃO / NEBULIZAÇÃO
0301100110,IRRIGACAO VESICAL
0301100128,LAVAGEM GASTRICA
0301100136,ORDENHA MAMÁRIA
0301100144,OXIGENOTERAPIA POR DIA
0301100152,RETIRADA DE PONTOS DE CIRURGIAS (POR PACIENTE)
0301100179,SONDAGEM GÁSTRICA
0301100187,TERAPIA DE REIDRATAÇÃO ORAL
0301100195,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ENDOVENOSA
0301100209,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA INTRAMUSCULAR
0301100217,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA ORAL
0301100225,ADMINISTRAÇÃO DE MEDICAMENTOS POR VIA SUBCUTÂNEA (SC)
0301100233,ADMINISTRAÇÃO TÓPICA DE MEDICAMENTO(S)
0301100241,ADMINISTRAÇÃO DE PENICILINA PARA TRATAMENTO DE SÍFILIS
0301100250,AFERIÇÃO DE TEMPERATURA
0301100268,PREPARAÇÃO PARA O ELETROCARDIOGRAMA
0301100276,CURATIVO ESPECIAL
0301100284,CURATIVO SIMPLES
0301110018,ACOMPANHAMENTO DE PACIENTE MÉDIO / GRANDE QUEIMADO
0301110026,ACOMPANHAMENTO DE PACIENTE PEQUENO QUEIMADO
0301120013,ACOMPANHAMENTO DE PACIENTE COM FENILCETONÚRIA
0301120021,ACOMPANHAMENTO DE PACIENTE COM FIBROSE CÍSTICA
0301120030,ACOMPANHAMENTO DE PACIENTE COM HEMOGLOBINOPATIAS
0301120048,ACOMPANHAMENTO DE PACIENTE COM HIPOTIREOIDISMO CONGÊNITO
0301120056,ACOMPANHAMENTO DE PACIENTE PÓS-CIRURGIA BARIÁTRICA POR EQUIPE MULTIPROFISSIONAL
0301120064,ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA EM TRIAGEM NEONATAL (SRTN) - HIPERPLASIA ADRENAL CONGÊNITA.
0301120072,ACOMPANHAMENTO EM SERVIÇO DE REFERÊNCIA DE TRIAGEM NEONATAL (SRTN) PACIENTE COM DEFICIÊNCIA DE BIOTINIDASE
0301120080,ACOMPANHAMENTO DE PACIENTE PRÉ-CIRURGIA BARIÁTRICA POR EQUIPE MULTIPROFISSIONAL
0301130019,AVALIAÇÃO CLÍNICA E ELETRÔNICA DE DISPOSITIVO ELÉTRICO CARDÍACO IMPLANTÁVEL
0301130035,ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADO EXCLUSIVAMENTE PARA ATENDIMENTO CLÍNICO
0301130043,ACOMPANHAMENTO NO PROCESSO TRANSEXUALIZADOR EXCLUSIVO NAS ETAPAS DO PRÉ E PÓS-OPERATÓRIO
0301130051,ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTÁGIO 04 PRÉ DIÁLISE
0301130060,ACOMPANHAMENTO MULTIPROFISSIONAL EM DRC ESTÁGIO 05 PRÉ DIÁLISE
0301130078,ACOMPANHAMENTO DO TRATAMENTO PARA MALÁRIA NÃO COMPLICADA
0301140014,ATENDIMENTO DE PACIENTE EM CUIDADOS PALIATIVOS
0301160015,REABILITAÇÃO EM FALÊNCIA INTESTINAL EM NÍVEL AMBULATORIAL
0301160023,REABILITAÇÃO EM FALÊNCIA INTESTINAL EM NÍVEL HOSPITALAR
0302010017,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ/PÓS CIRURGIAS UROGINECOLÓGICAS
0302010025,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES C/ DISFUNÇÕES UROGINECOLÓGICAS
0302010033,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NEONATO
0302020020,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE ONCOLÓGICO CLÍNICO
0302020039,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ E PÓS CIRURGIA ONCOLÓGICA
0302030018,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM ALTERAÇÕES OCULOMOTORAS CENTRAIS C/ COMPROMETIMENTO SISTÊMICO
0302030026,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM ALTERAÇÕES OCULOMOTORAS PERIFÉRICAS
0302040013,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO RESPIRATÓRIO COM COMPLICAÇÕES SISTÊMICAS
0302040021,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO RESPIRATÓRIO SEM COMPLICAÇÕES SISTÊMICAS
0302040030,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM TRANSTORNO CLÍNICO CARDIOVASCULAR
0302040048,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE PRÉ/PÓS CIRURGIA CARDIOVASCULAR
0302040056,ATENDIMENTO FISIOTERAPÊUTICO NAS DISFUNÇÕES VASCULARES PERIFÉRICAS
0302040064,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM SÍNDROME CORONARIANA AGUDA
0302050019,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E PÓS-OPERATÓRIO NAS DISFUNÇÕES MÚSCULO ESQUELÉTICAS
0302050027,ATENDIMENTO FISIOTERAPÊUTICO NAS ALTERAÇÕES MOTORAS
0302050035,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES NO PRÉ E PÓS-OPERATÓRIO NAS DISFUNÇÕES MUSCULO- ESQUELETICAS C/ COMPLICAÇÕES SISTEMICAS
0302060014,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM DISTÚRBIOS NEURO-CINÉTICO-FUNCIONAIS SEM COMPLICAÇÕES SISTÊMICAS
0302060022,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTES COM DISTÚRBIOS NEURO-CINÉTICO-FUNCIONAIS COM COMPLICAÇÕES SISTÊMICAS
0302060030,ATENDIMENTO FISIOTERAPÊUTICO NAS DESORDENS DO DESENVOLVIMENTO NEURO MOTOR
0302060049,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE C/ COMPROMETIMENTO COGNITIVO
0302060057,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE NO PRÉ/PÓS-OPERATÓRIO DE NEUROCIRURGIA
0302070010,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE MÉDIO QUEIMADO
0302070028,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE GRANDE QUEIMADO
0302070036,ATENDIMENTO FISIOTERAPÊUTICO EM PACIENTE COM SEQÜELAS POR QUEIMADURAS (MÉDIO E GRANDE QUEIMADOS)
0303010010,TRATAMENTO DE DENGUE CLÁSSICA
0303010029,TRATAMENTO DE DENGUE HEMORRÁGICA
0303010037,TRATAMENTO DE OUTRAS DOENÇAS BACTERIANAS
0303010045,TRATAMENTO DE DOENÇAS BACTERIANAS ZOONÓTICAS
0303010053,TRATAMENTO DE OUTRAS DOENÇAS DEVIDAS A PROTOZOÁRIOS (B55 A B64)
0303010061,TRATAMENTO DE DOENÇAS INFECCIOSAS INTESTINAIS
0303010070,TRATAMENTO DE FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS
0303010088,TRATAMENTO DE HANSENÍASE
0303010096,TRATAMENTO DE HANTAVIROSE
0303010100,TRATAMENTO DE HELMINTÍASES (B65 a B83)
0303010118,TRATAMENTO DE HEPATITES VIRAIS
0303010126,TRATAMENTO DE INFECÇÕES DE TRANSMISSÃO PREDOMINANTEMENTE SEXUAL (A50 A A64)
0303010134,TRATAMENTO DE INFECÇÕES VIRAIS CARACTERIZADAS POR LESÕES DE PELE E MUCOSAS (B00 A B09)
0303010142,TRATAMENTO DE INFECÇÕES VIRAIS DO SISTEMA NERVOSO CENTRAL
0303010150,TRATAMENTO DE MALÁRIA
0303010169,TRATAMENTO DE MICOSES (B35 A B49)
0303010177,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR CLAMÍDIAS(A70 A A74)
0303010185,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR ESPIROQUETAS (A65 A A69)
0303010193,TRATAMENTO DE OUTRAS DOENÇAS CAUSADAS POR VÍRUS (B25 A B34)
0303010207,TRATAMENTO DE POLIOMIELITE PARALÍTICA AGUDA
0303010215,TRATAMENTO DE TUBERCULOSE (A15 A A19)
0303010231,CONSULTA EM SAÚDE DO TRABALHADOR (EXCETO MÉDICO)
0303020016,PULSOTERAPIA I (POR APLICACAO)
0303020024,PULSOTERAPIA II (POR APLICACAO)
0303020032,TRATAMENTO DE ANEMIA APLASTICA E OUTRAS ANEMIAS
0303020040,TRATAMENTO DE ANEMIA HEMOLITICA
0303020059,TRATAMENTO DE ANEMIAS NUTRICIONAIS
0303020067,TRATAMENTO DE DEFEITOS DA COAGULACAO PURPURA E OUTRAS AFECCOES HEMORRAGICAS
0303020075,TRATAMENTO DE HEMOFILIAS
0303020083,TRATAMENTO DE OUTRAS DOENÇAS DO SANGUE E DOS ÓRGÃOS HEMATOPOIÉTICOS
0303030011,TRATAMENTO DA FIBROSE CÍSTICA
0303030020,TRATAMENTO DE DESNUTRICAO
0303030038,TRATAMENTO DE DIABETES MELLITUS
0303030046,TRATAMENTO DE DISTURBIOS METABOLICOS
0303030054,TRATAMENTO DE TRANSTORNOS DA GLÂNDULA TIREOIDE
0303030062,TRATAMENTO DE TRANSTORNOS DE OUTRAS GLÂNDULAS ENDÓCRINAS
0303030089,TRATAMENTO HORMONAL PREPARATÓRIO PARA CIRURGIA DE REDESIGNAÇÃO SEXUAL NO PROCESSO TRANSEXUALIZADOR
0303030097,TERAPIA HORMONAL NO PROCESSO TRANSEXUALIZADOR
0303040017,AJUSTE MEDICAMENTOSO DE SITUAÇÕES NEUROLÓGICAS AGUDIZADAS
0303040025,INTERNAÇÃO P/ O TRATAMENTO MEDICAMENTOSO DA OSTEOGENESIS IMPERFECTA
0303040033,TRATAMENTO DA MIGRANEA COMPLICADA
0303040041,TRATAMENTO CLÍNICO DE ABSCESSO CEREBRAL
0303040050,TRATAMENTO CLINICO DE COREIA AGUDA
0303040068,TRATAMENTO CONSERVADOR DA DOR REBELDE DE ORIGEM CENTRAL OU NEOPLÁSICA
0303040076,TRATAMENTO CONSERVADOR DA HEMORRAGIA CEREBRAL
0303040084,TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU LEVE)
0303040092,TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFÁLICO (GRAU MÉDIO)
0303040106,TRATAMENTO CONSERVADOR DE TRAUMATISMO CRANIOENCEFALICO GRAVE
0303040114,TRATAMENTO CONSERVADOR DE TRAUMATISMO RAQUIMEDULAR
0303040122,TRATAMENTO CONSERVADOR DE TUMOR DO SISTEMA NERVOSO CENTRAL
0303040130,TRATAMENTO CLÍNICO DAS MIELITES / MIELOPATIAS
0303040149,TRATAMENTO DE ACIDENTE VASCULAR CEREBRAL - AVC (ISQUEMICO OU HEMORRAGICO AGUDO)
0303040157,TRATAMENTO DE COMPLICAÇÕES DA HIDROCEFALIA
0303040165,TRATAMENTO DE CRISES EPILÉTICAS NÃO CONTROLADAS
0303040173,TRATAMENTO DE DISTROFIAS MUSCULARES
0303040181,TRATAMENTO DE DOENCA DE PARKINSON
0303040190,TRATAMENTO DE DOENÇA DOS NEURÔNIOS MOTORES CENTRAIS C/ OU S/ AMIOTROFIAS
0303040203,TRATAMENTO DE DOENÇAS NEURODEGENERATIVAS
0303040211,TRATAMENTO DE ENCEFALOPATIA HIPERTENSIVA
0303040220,TRATAMENTO DE ESCLEROSE GENERALIZADA PROGRESSIVA
0303040238,TRATAMENTO DE FRATURA DA COLUNA VERTEBRAL C/ LESÃO DA MEDULA ESPINHAL
0303040246,TRATAMENTO DE INTERCORRENCIAS DE DOENCAS NEUROMUSCULARES
0303040254,TRATAMENTO DE MIASTENIA GRAVE
0303040262,TRATAMENTO DE POLINEUROPATIAS
0303040270,TRATAMENTO DE POLIRRADICULONEURITE DESMIELINIZANTE AGUDA
0303040289,TRATAMENTO DE SURTO DE ESCLEROSE MULTIPLA
0303040297,TRATAMENTO DE PROCESSO TOXI-INFECCIOSO DO CEREBRO OU DA MEDULA ESPINHAL
0303040300,TRATAMENTO DO ACIDENTE VASCULAR CEREBRAL ISQUÊMICO AGUDO COM USO DE TROMBOLÍTICO
0303050012,ACOMPANHAMENTO E AVALIACAO DE GLAUCOMA POR FUNDOSCOPIA E TONOMETRIA
0303050020,EXERCICIOS ORTOPTICOS
0303050039,TRATAMENTO OFTALMOLÒGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (1ª LINHA )
0303050047,TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (2ª LINHA)
0303050055,TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA BINOCULAR (3 ª LINHA)
0303050063,TRATAMENTO OFTALMOLÓGICO DE PACIENTE C/ GLAUCOMA MONOCULAR (1ª LINHA )
0303050071,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (2ª LINHA)
0303050080,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR (3ª LINHA)
0303050098,TRATAMENTO OFTALMOLOGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE ACETAZOLAMIDA MONOCULAR OU BINOCULAR
0303050101,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA MONOCULAR
0303050110,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA COM DISPENSAÇÃO DE PILOCARPINA BINOCULAR
0303050136,TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS
0303050144,TRATAMENTO CLÍNICO DE INTERCORRÊNCIAS OFTALMOLÓGICAS DE ORIGEM INFECCIOSA
0303050152,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - MONOCULAR
0303050160,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 2ª LINHA - BINOCULAR
0303050179,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR
0303050187,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 1ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR
0303050195,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - MONOCULAR
0303050209,TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA - 2ª LINHA ASSOCIADA A 3ª LINHA - BINOCULAR
0303050217,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA MONOCULAR- ASSOCIAÇÃO DE 1ª, 2ª E 3ª LINHAS"
0303050225,"TRATAMENTO OFTALMOLÓGICO DE PACIENTE COM GLAUCOMA BINOCULAR - ASSOCIAÇÃO 1ª, 2ª E 3ª LINHAS"
0303050233,TRATAMENTO MEDICAMENTOSO DE DOENÇA DA RETINA
0303060018,TRATAMENTO DE ANEURISMA DA AORTA
0303060026,TRATAMENTO DE ARRITMIAS
0303060034,TRATAMENTO DE CARDIOPATIA HIPERTROFICA
0303060042,TRATAMENTO DE CARDIOPATIA ISQUEMICA CRONICA
0303060050,TRATAMENTO DE CHOQUE ANAFILATICO
0303060069,TRATAMENTO DE CHOQUE CARDIOGENICO
0303060077,TRATAMENTO DE CHOQUE HIPOVOLEMICO
0303060085,TRATAMENTO DE COMPLICACOES CARDIACAS POS-CIRURGIA
0303060093,TRATAMENTO DE COMPLICACOES DE DISPOSITIVOS PROTETICOS IMPLANTES E ENXERTOS CARDIACOS E VALVULARES
0303060107,TRATAMENTO DE CRISE HIPERTENSIVA
0303060115,TRATAMENTO DE DOENCA REUMATICA C/ COMPROMETIMENTO CARDIACO
0303060123,TRATAMENTO DE DOENCA REUMATICA S/ CARDITE
0303060131,TRATAMENTO DE EDEMA AGUDO DE PULMAO
0303060140,TRATAMENTO DE EMBOLIA PULMONAR
0303060158,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM PROTESE VALVAR
0303060166,TRATAMENTO DE ENDOCARDITE INFECCIOSA EM VALVULA NATIVA
0303060174,TRATAMENTO DE HIPERTENSAO PULMONAR
0303060182,TRATAMENTO DE HIPERTENSAO SECUNDARIA
0303060190,TRATAMENTO DE INFARTO AGUDO DO MIOCÁRDIO
0303060204,TRATAMENTO DE INSUFICIENCIA ARTERIAL C/ ISQUEMIA CRITICA
0303060212,TRATAMENTO DE INSUFICIENCIA CARDIACA
0303060220,TRATAMENTO DE LINFADENITES INESPECIFICAS
0303060239,TRATAMENTO DE MIOCARDIOPATIAS
0303060247,TRATAMENTO DE OUTRAS VASCULOPATIAS
0303060255,TRATAMENTO DE PARADA CARDIACA C/ RESSUSCITACAO
0303060263,TRATAMENTO DE PÉ DIABÉTICO COMPLICADO
0303060271,TRATAMENTO DE PERICARDITE
0303060280,TRATAMENTO DE SINDROME CORONARIANA AGUDA
0303060298,TRATAMENTO DE TROMBOSE VENOSA PROFUNDA
0303060301,TRATAMENTO DE VARIZES DOS MEMBROS INFERIORES C/ ULCERA
0303070013,DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO)
0303070021,HEMOPERFUSAO
0303070030,REMOÇÃO MANUAL DE FECALOMA
0303070048,RETIRADA DE CORPO ESTRANHO DO ESOFAGO
0303070056,RETIRADA DE CORPO ESTRANHO DO ESTOMAGO / DUODENO
0303070064,TRATAMENTO DE DOENCAS DO ESOFAGO ESTOMAGO E DUODENO
0303070072,TRATAMENTO DE DOENCAS DO FIGADO
0303070080,TRATAMENTO DE DOENCAS DO PERITONIO
0303070099,TRATAMENTO DE ENTERITES E COLITES NAO INFECCIOSAS
0303070102,TRATAMENTO DE OUTRAS DOENCAS DO APARELHO DIGESTIVO
0303070110,TRATAMENTO DE OUTRAS DOENCAS DO INTESTINO
0303070129,TRATAMENTO DE TRANSTORNOS DAS VIAS BILIARES E PANCREAS
0303070137,TRATAMENTO DE INTERCORRÊNCIA CLINICA PÓS-CIRURGIA BARIÁTRICA
0303080019,CAUTERIZAÇÃO QUÍMICA DE PEQUENAS LESÕES
0303080027,DESBASTAMENTO DE CALOSIDADE E/OU MAL PERFURANTE (DESBASTAMENTO)
0303080035,ESFOLIACAO QUIMICA
0303080043,TRATAMENTO DE AFECÇÕES BOLHOSAS
0303080051,TRATAMENTO DE DERMATITES E ECZEMAS
0303080060,TRATAMENTO DE ESTAFILOCOCCIAS
0303080078,TRATAMENTO DE ESTREPTOCOCCIAS
0303080086,TRATAMENTO DE FARMACODERMIAS
0303080094,TRATAMENTO DE OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO
0303080108,FOTOTERAPIA (POR SESSÃO)
0303080116,FOTOTERAPIA COM FOTOSSENSIBILIZAÇÃO (POR SESSÃO)
0303090014,ARTROCENTESE DE GRANDES ARTICULACOES
0303090022,ARTROCENTESE DE PEQUENAS ARTICULACOES
0303090030,"INFILTRACAO DE SUBSTANCIAS EM CAVIDADE SINOVIAL (ARTICULACAO, BAINHA TENDINOSA)"
0303090049,INSTALACAO DE TRACAO CUTANEA
0303090073,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO INFERIOR
0303090081,REVISÃO COM IMOBILIZAÇÃO NÃO GESSADA EM LESÃO DA COLUNA VERTEBRAL
0303090090,REVISÃO COM TROCA DE APARELHO GESSADO EM MEMBRO SUPERIOR
0303090111,REVISÃO COM TROCA DE APARELHO GESSADO EM LESÃO DA COLUNA VERTEBRAL
0303090120,TRATAMENTO CONSERVADOR DE FRATURA NA CINTURA ESCAPULAR (COM IMOBILIZAÇÃO)
0303090138,TRATAMENTO CONSERVADOR DE FRATURA / LESAO LIGAMENTAR / ARRANCAMENTO OSSEO AO NIVEL DA PELVE
0303090146,TRATAMENTO CONSERVADOR DE FRATURA DE COSTELAS
0303090154,TRATAMENTO CONSERVADOR DE FRATURA DE PUNHO COM LUVA GESSADA
0303090162,TRATAMENTO CONSERVADOR DE FRATURA DE OSSO METACÁRPICO
0303090170,TRATAMENTO CONSERVADOR DE FRATURA DE OSSOS DA FACE
0303090189,TRATAMENTO CONSERVADOR DE FRATURA DO ESTERNO
0303090197,TRATAMENTO CONSERVADOR DE FRATURA DOS ANEIS PELVICOS
0303090200,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO INFERIOR COM IMOBILIZAÇÃO
0303090219,TRATAMENTO CONSERVADOR DE LESÃO DA COLUNA CERVICAL COM IMOBILIZAÇÃO
0303090227,TRATAMENTO CONSERVADOR DE FRATURA EM MEMBRO SUPERIOR COM IMOBILIZAÇÃO
0303090235,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA C/ ORTESE
0303090243,TRATAMENTO CONSERVADOR DE LESAO DA COLUNA TORACO-LOMBO-SACRA S/ IMOBILIZACAO
0303090251,TRATAMENTO CONSERVADOR DE LESÃO DE COLUNA TORACO-LOMBO-SACRA COM IMOBILIZAÇÃO
0303090260,TRATAMENTO CONSERVADOR DE LESÃO DE MECANISMO EXTENSOR DOS DEDOS
0303090286,TRATAMENTO CONSERVADOR DE LESÃO LIGAMENTAR EM MEMBRO COM IMOBILIZAÇÃO
0303090294,TRATAMENTO CONSERVADOR DE LUMBAGO OU DORSALGIA REFRATARIOS
0303090316,TRATAMENTO DAS POLIARTROPATIAS INFLAMATORIAS
0303100010,TRATAMENTO DE COMPLICACOES RELACIONADAS PREDOMINANTEMENTE AO PUERPERIO
0303100028,TRATAMENTO DE ECLAMPSIA
0303100036,"TRATAMENTO DE EDEMA, PROTEINURIA E TRANSTORNOS HIPERTENSIVOS NA GRAVIDEZ PARTO E PUERPERIO"
0303100044,TRATAMENTO DE INTERCORRENCIAS CLINICAS NA GRAVIDEZ
0303100052,TRATAMENTO DE MOLA HIDATIFORME
0303110015,TRATAMENTO DAS MALFORMACOES E DEFORMIDADES CONGENITAS DO SISTEMA OSTEOMUSCULAR
0303110023,TRATAMENTO DE ANOMALIAS CROMOSSOMICAS NAO CLASSIFICADAS EM OUTRA PARTE
0303110031,TRATAMENTO DE ESPINHA BIFIDA
0303110040,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO CIRCULATORIO
0303110058,TRATAMENTO DE FENDA LABIAL E/OU FENDA PALATINA
0303110066,TRATAMENTO DE MALFORMACOES CONGENITAS DO APARELHO URINARIO
0303110074,TRATAMENTO DE MALFORMACOES CONGENITAS DOS ORGAOS GENITAIS
0303110082,TRATAMENTO DE NEUROFIBROMATOSE
0303110090,TRATAMENTO DE OUTRAS ANOMALIAS CONGENITAS DO SISTEMA NERVOSO
0303110104,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS
0303110112,TRATAMENTO DE OUTRAS MALFORMACOES CONGENITAS DO APARELHO DIGESTIVO
0303120037,TRATAMENTO DE HIPERTIROIDISMO
0303120045,TRATAMENTO DE CARDIOTOXICOSE POR HIPERTIROIDISMO (ATE 50 MCI)
0303120053,TRATAMENTO DE DOR/METÁSTASE ÓSSEA COM RADIOISÓTOPO (POR TRATAMENTO-EXCETO CÂNCER DE TIREOIDE)
0303120061,TRATAMENTO DE HIPERTIREOIDISMO (PLUMMER - ATE 30 MCI)
0303120070,TRATAMENTO DE HIPERTIREOIDISMO GRAVES
0303130016,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS DEVIDO A CAUSAS EXTERNAS
0303130024,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES CARDIOVASCULARES
0303130032,ATENDIMENTO A PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES PNEUMOLOGICAS
0303130040,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES DECORRENTES DA AIDS
0303130059,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES NEUROLOGICAS
0303130067,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES ONCOLOGICAS
0303130075,TRATAMENTO DE PACIENTE SOB CUIDADOS PROLONGADOS POR ENFERMIDADES OSTEOMUSCULARES E DO TECIDO CONJUNTIVO
0303130083,TRATAMENTO DE PACIENTES SOB CUIDADOS PROLONGADOS EM HANSENIASE
