Codigo,Descricao,ValorTUNEP
42708060,TORACECTOMIA COM RESSECCAO DE ESTRUTURAS INTRA T,"3.194,01"
42708079,RESSECCAO DE LESAO DE MAMA,"741,83"
43000002,DIAGNOSTICO E/OU PRIMEIRO ATENDIMENTO EM CLINICA CIR,"134,05"
43001017,MOLDAGEM OU IMPLANTE EM PELE POR TRATAMENTO COMP,"979,46"
43002013,MOLDAGEM OU IMPLANTE EM MUCOSA POR TRATAMENTO CO,"979,46"
43003010,MOLDAGEM EM COLO E/OU CORPO UTERINO,"979,46"
43010016,BRAQUITERAPIA COM FIOS DE IRIDIUM (QUALQUER LOCALIZA,"979,46"
43015018,BRAQUITERAPIA COM IODO  OU OURO  (QUALQUER LO,"125,00"
44001053,REDUCAO INCRUENTA DA FRATURA UNILATERAL DA MANDIBU,"462,66"
44003056,REDUCAO CRUENTA DA FRATURA UNILATERAL DA MANDIBUL,"971,20"
44004052,REDUCAO CRUENTA DA FRATURA BILATERAL DA MANDIBULA,"1.210,56"
44005040,CIRURGIA PARA ENUCLEACAO DE CISTO BUCO MAXILAR,"439,55"
44005059,REDUCAO CRUENTA DA FRATURA COMINUTIVA DA MANDIBUL,"1.130,49"
44006055,REDUCAO INCRUENTA DA FRATURA DO MAXILAR SUPERIOR -,"850,75"
44007043,"CIRURGIA DE OSTEOMA, ODONTOMA E OUTROS TUMORES ","936,10"
44008058,REDUCAO INCRUENTA DA FRATURA DO MAXILAR SUPERIOR -,"890,78"
44009054,REDUCAO CRUENTA DA FRATURA DO MAXILAR SUPERIOR LE,"1.130,49"
44010052,REDUCAO CRUENTA DA FRATURA DO MAXILAR SUPERIOR - L,"1.248,55"
44012055,REDUCAO CRUENTA FRATURA DO MALAR COM APARELHO DE,"492,84"
44014058,REDUCAO INCRUENTA DA(S) FRATURA(S) ALVEOLO DENTARIA,"342,85"
44015054,REDUCAO CRUENTA DA(S) FRATURA(S) ALVEOLO DENTARIA(S,"327,64"
44017049,TRATAMENTO CIRURGICO DA FISTULA BUCO SINUSAL OU BU,"872,12"
44018045,TRATAMENTO CIRURGICO DA FISTULA CUTANEA DE ORIGEM,"327,64"
44030045,TRATAMENTO CIRURGICO DA FISTULA BUCO SINUSAL EM PAC,"936,06"
44040032,IMPLANTE OSTEOINTEGRADO EXTRA-ORAL,"2.417,40"
45000050,ANESTESISTA,"0,00"
46800018,TRANSPLANTE DE CORACAO,"22.369,56"
46800085,TRANSPLANTE DE FIGADO,"52.196,01"
46801014,TRANSPLANTE DE PULMAO,"37.282,82"
46804013,TRANSPLANTE SIMULTANEO DE PANCREAS E RIM,"33.826,08"
46805010,TRANSPLANTE DE PANCREAS APOS RIM,"14.912,88"
46806016,TRANSPLANTE DE PANCREAS ISOLADO,"14.912,88"
46807012,CIRURGIA PARA RETIRADA DE CORACAO PARA TRANSPLANT,"0,00"
46808019,CIRURGIA PARA RETIRADA DE PULMOES PARA TRANSPLANTE,"0,00"
46809015,CIRURGIA PARA RETIRADA UNILATERAL/BILATERAL DE RIM PA,"0,00"
46810013,CIRURGIA DE ENUCLEACAO UNILATERAL OU BILATERAL PARA,"0,00"
46811010,CIRURGIA PARA RETIRADA DE FIGADO PARA TRANSPLANTE,"0,00"
46812016,COORDENACAO DE SALA CIRURGICA PARA RETIRADA DE OR,"0,00"
46813012,TRANSPLANTE DE MEDULA OSSEA - AUTOGENICO,"29.859,41"
46814019,TRANSPLANTE DE MEDULA OSSEA - ALOGENICO APARENTAD,"57.830,81"
46815015,TRANSPLANTE DE MEDULA OSSEA - ALOGENICO NAO APAREN,"75.370,79"
46816011,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"18.216,71"
46817018,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"61.730,81"
46818014,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"61.445,23"
46819010,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"75.370,79"
46820019,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"75.370,79"
46821015,MANUTENCAO HEMODINAMICA DE DOADOR PARA RETIRADA,"0,00"
46825010,CIRURGIA PARA RETIRADA DE PANCREAS PARA TRANSPLANT,"0,00"
46826017,HEPATECTOMIA PARCIAL PARA TRANSPLANTE - DOADOR VIV,"9.599,20"
46827013,TRANSPLANTE DE FIGADO RECEPTOR - DOADOR VIVO,"68.474,20"
47800011,RETRANSPLANTE DE CORACAO,"22.369,57"
47800089,RETRANSPLANTE DE FIGADO,"52.195,99"
47801018,RETRANSPLANTE DE PULMAO,"37.282,80"
47810017,INTERCORRENCIA POS TRANSPLANTE,"175,50"
48010014,IMPLANTE DE MARCAPASSO TEMPORARIO TRANSVENOSO,"288,67"
48010022,CARDIORRAFIA,"1.512,66"
48010030,CARDIOTOMIA CORPO ESTRANHO,"1.411,52"
48010049,PERICARDIOCENTESE,"190,07"
48010057,DRENAGEM COM BIOPSIA DE PERICARDIO,"190,07"
48010065,CORRECAO DA PERSISTENCIA DO CANAL ARTERIAL NO RECE,"1.411,52"
48010073,REVASCULARIZACAO MIOCARDICA COM USO DE EXTRACORP,"3.487,36"
48010081,REVASCULARIZACAO MIOCARDICA COM USO DE EXTRACORP,"3.542,36"
48010090,REVASCULARIZACAO MIOCARDICA SEM USO DE EXTRACORP,"5.140,74"
48010103,REVASCULARIZACAO MIOCARDICA SEM USO DE EXTRACORP,"5.140,74"
48010111,INFARTECTOMIA OU ANEURISMECTOMIA ASSOCIADA OU NAO,"3.583,03"
48010120,PLASTICA VALVAR,"3.473,03"
48010138,IMPLANTE DE PROTESE VALVAR,"3.583,03"
48010146,PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA,"3.611,47"
48010154,TROCA VALVAR COM REVASCULARIZACAO MIOCARDICA,"3.590,37"
48010162,IMPLANTE COM TROCA POSICAO VALVAS (CIRURGIA DE ROSS,"3.480,37"
48010170,INSTALACAO DE ASSISTENCIA CIRCULATORIA,"207,93"
48010189,MANUTENCAO DE ASSISTENCIA CIRCULATORIA PROLONGADA,"147,93"
48010197,RESSECCAO DE ENDOMIOCARDIOFIBROSE,"3.280,37"
48010200,PERICARDIECTOMIA,"1.385,97"
48010219,PERICARDIECTOMIA PARCIAL,"1.385,97"
48010227,CORRECAO DE ANEURISMA OU DISSECCAO DA AORTA TORAC,"3.588,14"
48010235,RECONSTRUCAO DA RAIZ DA AORTA,"3.588,14"
48010243,RECONSTRUCAO DA RAIZ DA AORTA COM TUBO VALVADO,"3.588,14"
48010251,TROCA DA AORTA ASCENDENTE,"3.487,36"
48010260,TROCA DO ARCO AORTICO,"3.487,36"
48010278,IMPLANTE DE MARCAPASSO DE CAMARA UNICA EPIMIOCARD,"482,45"
48010286,IMPLANTE DE MARCAPASSO DE CAMARA UNICA TRANSVENO,"554,91"
48010294,IMPLANTE DE MARCAPASSO DE DUPLA CAMARA TRANSVENO,"593,62"
48010308,TROCA DE GERADOR DE MARCAPASSO CAMARA UNICA,"402,42"
48010316,TROCA DE GERADOR DE MARCAPASSO DE DUPLA CAMARA,"402,42"
48010324,TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO CAM,"402,42"
48010332,TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE,"402,42"
48010340,TROCA DE ELETRODO DE MARCAPASSO DE CAMARA UNICA,"402,42"
48010359,TROCA DE ELETRODOS DE MARCAPASSO CAMARA DUPLA,"408,42"
48010367,REPOSICIONAMENTO DE ELETRODO DE MARCAPASSO,"402,42"
48010375,PLASTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULAC,"222,42"
48010383,RETIRADA DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFIC,"222,42"
48010391,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO TRANSV,"1.319,54"
48010405,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO EPIMIOC,"1.411,52"
48010413,IMPLANTE DE CARDIODESFIBRILADOR CAMARA UNICA TRANS,"1.319,54"
48010421,IMPLANTE DE CARDIODESFRIBILADOR MULTI-SITIO TRANSVE,"1.319,54"
48010430,IMPLANTE DE CARDIODESFIBRILADOR MULTI-SITIO TRANSVE,"1.411,52"
48010448,TROCA DE GERADOR DE CARDIODESFIBRILADOR CAMARA UN,"393,03"
48010456,TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO,"393,03"
48010464,TROCA DE GERADOR DE CARDIODESFIBRILADOR MULTI-SITIO,"393,03"
48010472,TROCA DE ELETRODO DE DESFIBRILADOR DE CARDIODESFIB,"393,03"
48010480,TROCA DE ELETRODOS DE MARCAPASSO NO CARDIODESFIB,"393,03"
48010499,REPOSICIONAMENTO DE ELETRODO DE CARDIODESFIBRILAD,"393,03"
48010502,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULT,"393,03"
48010510,TROCA DE GERADOR E DE ELETRODOS NO MARCAPASSO MU,"393,03"
48010529,TROCA DE GERADOR E DE ELETRODOS DE CARDIODESFIBRIL,"393,03"
48010537,TROCA DE GERADOR E DE ELETRODOS DE CARDIODESFIBRIL,"393,03"
48010545,CORRECAO DE CISTO PERICARDICO,"2.846,03"
48010553,CORRECAO DA PERSISTENCIA DO CANAL ARTERIAL,"1.411,52"
48010561,ANASTOMOSE SISTEMICO - PULMONAR,"3.134,38"
48010570,BANDAGEM DA ARTERIA PULMONAR,"3.179,38"
48010588,CORRECOES DE ANOMALIAS DO ARCO AORTICO,"3.179,38"
48010596,CORRECAO DA COARCTACAO DA AORTA,"3.179,38"
48010600,LIGADURA(S) DE FISTULA(S) SISTEMICO-PULMONARES,"3.179,38"
48010618,ABERTURA DE COMUNICACAO INTER ATRIAL,"3.179,38"
48010626,UNIFOCALIZACAO DOS RAMOS DA ARTERIA PULMONAR SEM,"3.179,38"
48010634,ABERTURA DA ESTENOSE PULMONAR VALVAR,"3.542,36"
48010642,CORRECAO DE BANDA ANOMALA DO VENTRICULO DIREITO,"3.542,36"
48010650,FECHAMENTO DE COMUNICACAO INTER ARTERIAL,"3.542,36"
48010669,FECHAMENTO DE COMUNICACAO INTER VENTRICULAR,"3.542,36"
48010677,RESSECCAO DE MEMBRANA SUBAORTICA,"3.542,36"
48010685,ANASTOMOSE CAVO PULMONAR BIDIRECIONAL,"5.226,12"
48010693,CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL/INTERM,"5.226,12"
48010707,CORRECAO DE COMUNICACAO INTER-VENTRICULAR E INSUF,"5.226,12"
48010715,CORRECAO DE DRENAGEM ANOMALA PARCIAL DAS VEIAS PU,"5.226,12"
48010723,CORRECAO DE JANELA AORTO-PULMONAR,"6.369,95"
48010731,CORRECAO DE LESOES NA TRANSPOSICAO CORRIGIDA DOS,"6.369,95"
48010740,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES,"6.369,95"
48010758,RESSECCAO DE TUMOR INTRACARDIACO,"6.369,95"
48010766,ABERTURA DA ESTENOSE AORTICA VALVAR,"3.542,36"
48010774,CORRECAO DE ESTENOSE SUPRAOAORTICA,"3.542,36"
48010782,AMPLIACAO DE VIA DE SAIDA DO VD E/OU RAMOS PULMONAR,"5.226,12"
48010790,ANASTOMOSE CAVO PULMONAR TOTAL,"5.226,12"
48010804,CORRECAO DE ATRIO UNICO,"5.226,12"
48010812,CORRECAO DE COR TRIATRIATUM,"5.226,12"
48010820,CORRECAO DA DRENAGEM ANOMALA DO RETORNO SISTEMIC,"5.226,12"
48010839,CORRECAO DE FISTULA AORTO-CAVITARIAS OU VE/ATRIO DIR,"5.226,12"
48010847,CORRECAO INSUFICIENCIA MITRAL CONGENITA,"5.226,12"
48010855,UNIFOCALIZACAO DOS RAMOS DA ARTERIA PULMONAR COM,"5.226,12"
48010863,AMPLIACAO DA VIA DE SAIDA DO VENTRICULO ESQUERDO,"6.369,95"
48010871,CORRECAO DA INSUFICIENCIA TRICUSPIDE,"6.369,95"
48010880,CORRECAO DE ESTENOSE MITRAL CONGENITA,"6.369,95"
48010898,CORRECAO DE HIPERTROFIA SEPTAL ASSIMETRICA,"6.369,95"
48010901,CORRECAO DE TRANSPOSICAO DOS GRANDES VASOS DA BA,"6.369,95"
48010910,CORRECAO DE ATRESIA MITRAL,"8.036,32"
48010928,CORRECAO DE ATRESIA PULMONAR E COMUNICACAO INTERV,"8.036,32"
48010936,CORRECAO DO CANAL ATRIO-VENTRICULAR TOTAL,"8.036,32"
48010944,CORRECAO DE COMUNICACAO INTER-VENTRICULAR,"8.036,32"
48010952,CORRECAO DE CORONARIA ANOMALA,"8.036,32"
48010960,CORRECAO DE DRENAGEM ANOMALA TOTAL VEIAS PULMONA,"8.036,32"
48010979,CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO DIREITO,"8.036,32"
48010987,CORRECAO DE DUPLA VIA DE SAIDA DO VENTRICULO ESQUE,"8.036,32"
48010995,CORRECAO DE ESTENOSE AORTICA EM NEONATO,"8.036,32"
48011002,CORRECAO DE HIPOPLASIA DO VENTRICULO ESQUERDO,"8.036,32"
48011010,CORRECAO DE INTERRUPCAO DO ARCO AORTICO,"8.036,32"
48011029,CORRECAO DE JANELA AORTO-PULMONAR ( A  ANOS),"0,00"
48011037,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES ( A,"0,00"
48011045,CORRECAO DE TRANSPOSICAO DOS GRANDES VASOS DA BA,"8.036,32"
48011053,CORRECAO DE TRUNCUS ARTERIOSUS,"8.036,32"
48011061,CORRECAO DE VENTRICULO UNICO,"8.036,32"
48011070,PLASTICA OU TROCA DE VALVULA TRICUSPIDE (ANOMALIA DE,"8.036,32"
48011088,TROCA DE ELETRODOS DE MARCAPASSO MULTI-SITIO,"393,03"
48011096,IMPLANTE DE MARCAPASSO DE CAMARA DUPLA EPIMIOCARD,"479,45"
48011100,IMPLANTE DE MARCAPASSO CARDIACO MULTI-SITIO ENDOCA,"1.411,52"
48011118,IMPLANTE DE CARDIODESFRIBILADOR CAMARA DUPLA TRANS,"1.319,54"
48011126,IMPLANTE DE CARDIODESFRIBILADOR MULTI-SITIO ENDOCAV,"1.411,52"
48011134,TROCA DE ELETRODO DE MARCAPASSO EM CARDIODESFIBR,"393,03"
48011142,TROCA DE ELETRODOS DO DESFIBRILADOR NO CARDIODESF,"393,03"
48011150,TROCA DE ELETRODOS DE SEIO CORONARIO NO CARDIODES,"393,03"
48011169,TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO M,"393,03"
48011177,TROCA DO CONJUNTO DO SEIO CORONARIO NO MARCAPASS,"393,03"
48011185,PLASTICA VALVAR COM REVASCULARIZACAO MIOCARDICA,"3.590,37"
48020010,TROMBECTOMIA VENOSA,"456,95"
48020028,EMBOLECTOMIA ARTERIAL,"1.191,35"
48020036,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"456,95"
48020044,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95"
48020052,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"456,95"
48020060,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95"
48020079,TRATAMENTO CIRURGICO LESOES VASCULARES TRAUMATIC,"486,95"
48020087,CIRURGIA DE VARIZES UNILATERAL,"383,47"
48020095,CIRURGIA DE VARIZES BILATERAL,"459,37"
48020109,FASCIOTOMIA PARA DESCOMPRESSAO,"406,04"
48020117,DEBRIDAMENTO DE ULCERA OU DE TECIDOS DESVITALIZADO,"406,04"
48020150,ANEURISMECTOMIA DE AORTA ABDOMINAL INFRARENAL,"1.327,42"
48020168,TRATAMENTO CIRURGICO DOS ANEURISMAS DAS ARTERIAS V,"929,09"
48020176,"PLASTIA ARTERIAL COM REMENDO, QUALQUER TECNICA ","1.190,62"
48020184,PONTE/TROMBOENDARTERECTOMIA DE CAROTIDA,"998,35"
48020192,PONTE/TROMBOENDARTERECTOMIA AORTOILIACA,"1.192,49"
48020206,PONTE/TROMBOENDARTERECTOMIA AORTO-FEMORAL,"1.192,49"
48020214,PONTE/TROMBOENDARTERECTOMIA ILIACO-FEMORAL,"1.190,47"
48020222,PONTE FEMORO-FEMORAL CRUZADA,"1.190,47"
48020230,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"1.190,47"
48020249,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"1.190,47"
48020257,REVASCULARIZACAO POR PONTE/TROMBOENDARTERECTOM,"930,43"
48020265,PONTE AXILOFEMORAL,"1.190,47"
48020273,PONTE AXILOBIFEMORAL,"1.190,47"
48020281,PONTE DE RAMOS DO TRONCO SUPRA-AORTICO,"997,86"
48020290,REVASCULARIZACAO DO MEMBRO SUPERIOR,"997,86"
48020303,REVASCULARIZACAO DE ARTERIAS VISCERAIS,"929,09"
48020311,RETIRADA DE PROTESE INFECTADA EM POSICAO AORTA ABD,"1.017,48"
48020320,RETIRADA DE PROTESE INFECTADA EM POSICAO NAO AORTI,"1.017,48"
48020338,EXCISAO DE TUMOR CAROTIDEO,"929,57"
48020346,ANASTOMOSE ESPLENO RENAL OU OUTRA DERIVACAO CENT,"928,22"
48020354,ANASTOMOSE PORTO CAVA,"1.017,49"
48020362,ANASTOMOSE LINFOVENOSA,"930,43"
48020370,CIRURGIA DE LINFEDEMA,"437,91"
48020389,"TROCA DE AORTA DESCENDENTE , INCLUINDO ABDOMINAL ","3.487,36"
48020397,ANEURISMECTOMIA TORACO-ABDOMINAL,"3.377,36"
48020400,TRANSPLANTE DE SEGMENTO VENOSO VALVULADO,"1.275,45"
48020419,TRANSPOSICAO DE VEIAS DO SISTEMA VENOSO PROFUNDO,"1.275,45"
48020427,VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO,"1.275,45"
48020435,COLOCACAO DE CATETER TOTALMENTE OU SEMI IMPLANTAV,"144,00"
48020443,TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMA,"1.191,35"
48030015,RETIRADA DE CORPO ESTRANHO EM SISTEMA CARDIOVASCU,"539,43"
48030023,BIOPSIA ENDOMIOCARDICA,"539,43"
48030031,ATRIOSEPTOSTOMIA COM CATETER BALAO,"857,20"
48030040,VALVULOPLASTIA PULMONAR PERCUTANEA,"857,20"
48030058,VALVULOPLASTIA AORTICA PERCUTANEA,"1.404,87"
48030066,ANGIOPLASTIA CORONARIANA,"1.275,45"
48030074,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE PROTESE I,"1.275,45"
48030082,ANGIOPLASTIA CORONARIANA COM IMPLANTE DE DUPLA PRO,"1.275,45"
48030090,ANGIOPLASTIA EM ENXERTOS CORONARIANO,"1.275,45"
48030104,ANGIOPLASTIA EM ENXERTOS CORONARIANO COM IMPLANTE,"1.275,45"
48030112,ANGIOPLASTIA CORONARIANA PRIMARIA (INCLUSO CATETER,"1.349,45"
48030120,VALVULOPLASTIA MITRAL PERCUTANEA,"1.404,87"
48030139,VALVULOPLASTIA TRICUSPIDE PERCUTANEA,"1.404,87"
48030147,ANGIOPLASTIA DA AORTA E RAMOS E VASOS VENOSOS COM,"1.275,45"
48030163,FECHAMENTO PERCUTANEO DO CANAL ARTERIAL OU FISTUL,"1.275,45"
48040010,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20"
48040029,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20"
48040037,ANGIOPLASTIA INTRALUMINAL DOS VASOS DAS EXTREMIDAD,"862,20"
48040045,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS OU RENA,"862,20"
48040053,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM ST,"862,20"
48040061,ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM ST,"862,20"
48040070,COLOCACAO PERCUTANEA DE FILTRO DE VEIA CAVA NA TRO,"550,61"
48040088,"ANGIOPLASTIA INTRALUMINAL DA AORTA, VEIA CAVA OU VAS ","1.307,98"
48040096,"ANGIOPLASTIA INTRALUMINAL DA AORTA, VEIA CAVA OU VAS ","1.307,98"
48040100,"ANGIOPLASTIA INTRALUMINAL DA AORTA, VEIA CAVA OU VAS ","1.307,98"
48040118,ALCOOLIZACAO PERCUTANEA DE HEMANGIOMAS E MALFORM,"232,10"
48040126,EMBOLIZACAO DE MALFORMACOES VASCULARES ARTERIOVE,"862,20"
48040134,"EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA, INCLU ","862,20"
48040142,TRATAMENTO DA HEMATURIA OU SANGRAMENTO GENITAL P,"862,20"
48040150,"TRATAMENTO DE EPISTAXE POR EMBOLIZACAO, INCLUINDO E ","862,20"
48040169,TRATAMENTO DE HEMOPTISE POR EMBOLIZACAO PERCUTAN,"862,20"
48040177,FIBRINOLISE INTRAVASCULAR POR CATETER,"862,20"
48040185,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20"
48040193,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20"
48040207,ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOCO OU,"862,20"
48040215,SHUNT INTRAHEPATICO PORTO-SISTEMICO (TIPS) COM STEN,"1.307,98"
48040223,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98"
48040231,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98"
48040240,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,99"
48040258,CORRECAO ENDOVASCULAR DE ANEURISMA OU DISSECCAO,"1.307,98"
48040266,RECONSTRUCAO DA BIFURCACAO AORTO-ILIACA COM ANGIO,"1.307,98"
48040274,TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA,"862,20"
48040282,TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOS,"862,20"
48040290,OCLUSAO PERCUTANEA ENDOVASCULAR DE ARTERIA OU VE,"862,20"
48040304,EMBOLIZACAO DE MALFORMACAO VASCULARES ARTERIOVEN,"862,20"
48040312,"FIBRINOLISE VISCERAL INTRAVASCULAR, POR CATETER, INCL ","862,20"
48040320,FIBRINOLISE PARA EMBOLIA PULMONAR MACICA INTRAVASCU,"862,20"
48040339,FECHAMENTO PERCUTANEO DE FISTULAS ARTERIOVENOSAS,"862,20"
48050016,ESTUDO ELETROFISIOLOGICO DIAGNOSTICO,"1.227,25"
48050024,ESTUDO ELETROFISIOLOGICO TERAPEUTICO,"1.614,13"
48050032,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DO,"1.614,13"
48050040,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DE,"1.614,13"
48050059,ESTUDO ELETROFISIOLOGICO TERAPEUTICO I : ABLACAO DE,"1.614,13"
48050067,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DA,"1.614,13"
48050075,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
48050083,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
48050091,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
48050105,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
48050113,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
48050121,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
48050130,ESTUDO ELETROFISIOLOGICO TERAPEUTICO II : ABLACAO DE,"1.614,13"
50000004,PROCEDIMENTO NAO CONSTANTE DA TABELA DO SIH/SUS,"0,00"
62001000,BUSCA ATIVA DE DOADOR DE ORGAO,"0,00"
62002007,LOCALIZACAO E ABORDAGEM DE POSSIVEL DOADOR DE ORG,"349,98"
62003011,AVALIACAO DE MORTE ENCEFALICA EM POSSIVEL DOADOR D,"532,51"
62004034,AVALIACAO DE MORTE ENCEFALICA EM POSSIVEL DOADOR D,"357,91"
62005014,PROCESSAMENTO DE CORNEA / ESCLERA PARA TRANSPLAN,"0,00"
62005022,SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA / E,"340,00"
62005030,CONTAGEM ENDOTELIAL CORNEANA,"60,00"
63000008,DIAGNOSTICO E/OU PRIMEIRO ATENDIMENTO EM PSIQUIATRI,"134,05"
63001101,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL GERAL,"138,85"
63001209,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL DIA,"125,36"
63001306,TRATAMENTO EM PSIQUIATRIA EM HOSPITAL PSIQUIATRICO -,"57,70"
63001489,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE I,"30,25"
63001497,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE II,"29,69"
63001500,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE III,"29,09"
63001519,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE IV,"28,48"
63001527,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE V,"27,16"
63001535,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VI,"26,86"
63001543,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VII,"26,56"
63001551,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VIII,"26,28"
63001560,TRATAMENTO PSIQUIATRICO EM HOSPITAIS NAO CLASSIFICA,"25,15"
63001578,ACOLHIMENTO A PACIENTES DE CENTRO DE ATENCAO PSICO,"30,25"
63001586,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE I - RPH,"35,80"
63001594,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE II - RPH,"32,80"
63001608,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE III - RPH,"30,13"
63001616,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE IV - RPH,"28,68"
63001624,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE V - RPH,"28,35"
63001632,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VI - RPH,"28,01"
63001640,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VII - RPH,"27,15"
63001659,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE VIII - RPH,"26,95"
63001667,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE IX - RPH,"26,80"
63001675,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE X - RPH,"26,69"
63001683,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE XI - RPH,"26,59"
63001691,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE XII - RPH,"26,50"
63001705,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE XIII - RPH,"26,42"
63001713,TRATAMENTO PSIQUIATRICO EM HOSPITAL CLASSE XIV - RPH,"26,36"
67300014,TRATAMENTO EM REABILITACAO,"170,75"
67500013,TRATAMENTO EM REABILITACAO,"170,75"
68300018,"ATENDIMENTO CLINICO PEDIATRICO, EM REGIME DE INTERNA ","120,00"
68500017,"ATENDIMENTO CLINICO, EM REGIME DE INTERNACAO, A ADUL ","120,00"
69000018,INFECCAO DO APARELHO GENITAL DURANTE GRAVIDEZ,"355,50"
69000026,MASTITE,"181,00"
69000034,INFECCAO DA PAREDE ABDOMINAL POS-CESARIANA,"355,50"
69000042,PERITONITE POS-CESARIANA,"355,50"
69000050,PRE-ECLAMPSIA GRAVE,"193,25"
69000069,ECLAMPSIA,"193,25"
69000077,HIPEREMESE GRAVIDICA (FORMA MEDIA),"181,00"
69000085,HIPEREMESE GRAVIDICA (FORMA GRAVE),"181,00"
